job_title,company_name,location,work_type,salary,job_description,_scrape_timestamp
Digital Marketing,PT Excelso Multirasa,"Jakarta Pusat, Jakarta Raya",Full time,None,"Are you a creative and analytical person in digital marketing development?
What you will do :
Designing and executing digital campaigns across various platforms (Google Ads, Meta Ads, TikTok Ads, etc.) Managing the company's social media accounts and creating engaging content that is aligned with the target audience
Performing SEO and SEM optimization to improve website visibility
Analyzing digital campaign performance using tools such as Google Analytics, Meta Business Suite, and others
Collaborating with the design and content teams to produce digital promotional materials
Conducting market research and digital trends for the development of effective marketing strategies
Creating regular reports on campaign results and providing strategic recommendations.
What you need :
Minimum education S1 in Marketing, Communication, Digital Media, or related fields
Minimum 1–3 years of experience in digital marketing
Understanding of digital advertising platforms (Google Ads, Meta Ads, TikTok Ads)
Ability to use analytical tools such as Google Analytics, Meta Insights, or similar
Creative, detail-oriented, and possesses strong analytical skills
Good communication and teamwork skills
Plus point if knowledgeable in basic graphic design (Canva, Adobe, etc.)",2025-11-24T12:03:53.535578
Digital Marketing & Social Media Specialist,PT Mandiri Bangun Sukses Sejahtera,Jakarta Raya,Full time,Rp 5.000.000 – Rp 7.000.000 per month,"Peran Digitial Marketing & Social Media Specialist
Kami sedang mencari Digital Marketing & Social Media Specialist yang berpengalaman dan kreatif untuk bergabung dengan tim kami di PT Mandiri Bangun Sukses Sejahtera. Dalam peran ini, Anda akan memainkan peran penting dalam mengembangkan dan mengeksekusi strategi pemasaran digital dan aktivitas media sosial yang efektif untuk memperluas jangkauan merek kami dan menarik target audiens yang relevan.
Tanggung Jawab Utama
Mengelola dan mengoptimalkan kampanye iklan berbayar di platform media sosial seperti Facebook, Instagram, dan LinkedIn
Mengembangkan konten media sosial yang menarik dan terlibat, termasuk posting, cerita, dan video, serta menganalisis kinerja untuk terus meningkatkan efektivitas
Mengumpulkan dan menganalisis data dan analitik pemasaran digital untuk membuat rekomendasi strategi dan taktik yang diinformasikan
Berkolaborasi dengan tim pemasaran lainnya untuk mengintegrasikan upaya pemasaran digital dengan inisiatif pemasaran lainnya
Memantau tren industri dan kompetitor untuk mengidentifikasi peluang pemasaran dan konten yang inovatif
Membantu dalam peluncuran produk dan kampanye pemasaran baru
Keterampilan dan Kualifikasi yang Dibutuhkan
Gelar sarjana atau setara dalam bidang Pemasaran, Komunikasi, Periklanan, atau bidang terkait
Pemahaman yang kuat tentang platform media sosial, tren, dan strategi yang efektif
Kemampuan menganalisis data dan membuat rekomendasi yang diinformasikan
Keterampilan kreatif dan kemampuan untuk mengembangkan konten visual yang menarik
Kemampuan untuk bekerja dalam lingkungan yang berubah-ubah dan menghadapi batas waktu yang ketat
Kemahiran dalam menggunakan alat pemasaran digital seperti Google Analytics, Facebook Ads Manager, dan lainnya
Tentang PT Mandiri Bangun Sukses Sejahtera
PT Mandiri Bangun Sukses Sejahtera adalah perusahaan pengembangan properti terkemuka di Indonesia yang berfokus pada pembangunan perumahan modern dan proyek komersial. Dengan lebih dari 20 tahun pengalaman, kami dikenal karena komitmen kami pada inovasi, keberlanjutan, dan memberikan pengalaman terbaik bagi pelanggan kami. Budaya kami didasarkan pada keunggulan operasional, integritas, dan rasa tanggung jawab sosial. Kami bangga menjadi tempat kerja yang inklusif dan beragam, serta mendukung pengembangan profesional karyawan kami.
Tertarik untuk bergabung dengan kami? Lamar sekarang untuk peran Digital Marketing & Social Media Specialist yang menarik ini.",2025-11-24T12:03:54.415301
Digital Optimizer,PT Digital Rantai Maya,"Jakarta Selatan, Jakarta Raya",Full time,None,"Job Responsibilities :
1.     Multi-platform content optimization
Develop and implement technical optimization strategies across various platforms (YouTube, TikTok, etc) to boost organic reach and visibility.
2.     Data Analysis & Reporting
Analize performance, design and execute A/B testing to maximize performance.
Prepare clear, data-driven performance reports and insightful presentations for clients and senior management.
3.     Partner Communication
Effectively communicate findings and strategic recommendations using strong presentation skills and data storytelling.
4.     Industry Knowledge & Tool Proficiency
Up to date with trends, proficiency in utilizing digital analytic tools such as YouTube Analytic, etc.
Job Requirement
Bachelor’s degree in Communication or  from a reputable University with a minimum GPA of 3.0
Passion for Digital Innovation: Strong passion and curiosity for the evolving digital ecosystem, new algorithms, content trends, and digital technology.
Digital content optimization: Solid understanding of SEO principles, keyword research, and content best practices across major digital platforms (YouTube, TikTok, etc.)
Data-savvy with strong analytical capabilities.
Data tool mastery: Advanced proficiency in using spreadsheet software (e.g. Google Spreadsheet / Ms Excel for data manipulation, analysis and visualization.
Have a good communication and presentation skills.
Highly attentive to detail and a self-starter.
Persistent and able to perform well under pressure.
Willing to work overtime when required.",2025-11-24T12:04:10.713600
Social Media Specialist,PT DHANAJAYA BOGAINDO,"Jakarta Selatan, Jakarta Raya",Full time,None,"Our restaurant group in Jakarta is expanding, and we’re looking for a creative, data-driven Social Media Specialist to lead the online presence of our F&B brands. If you live and breathe food, storytelling, and social media trends - this role is for you.
Your Key Responsibilities :
Social Media Strategy & Planning
Develop and execute social media strategies aligned with brand identity and objectives
Build monthly content plans and campaign calendars for brand's Instagram & TikTok accounts
Work closely with the design and marketing team to ensure cohesive messaging
Content Creation & Publishing
Plan, create, and publish engaging content (text, images, Reels, TikTok videos)
Oversee photoshoots, store visits, and on-ground content gathering
Ensure content is high-quality, on-brand, and optimized for each platform
Community Management
Monitor daily audience interactions (comments, DMs, mentions) across channels
Engage with followers proactively and build a strong brand community
Manage community growth and UGC (user-generated content)
Research & Insights
Research social media trends, viral formats, competitor activities, and F&B content patterns
Track, analyze, and report performance metrics (reach, engagement, follower growth, CTR, conversion)
Campaigns, KOLs & Paid Ads
Support influencer/KOL collaborations and campaign executions
Work with the marketing team on paid social ads and content amplification
Qualifications
2–3 years proven experience in social media management (F&B or lifestyle brands preferred)
Strong creative eye, good taste in visuals, and ability to create short-form content
Familiar with social media trends, reels, storytelling formats, and community-building
Basic photo/video taking and editing skills (CapCut, Canva, or similar)
Good analytical skills with ability to turn data into action points
Organized and proactive
Excellent communication skills (Bahasa Indonesia & English)
Experience working with KOLs/influencers will be key
Knowledge of Jakarta’s F&B scene and dining trends
Successful candidate will be supported by a dedicated Social Media Assistant to help execute content plans and daily tasks",2025-11-24T12:04:27.056001
Digital Marketing Specialist,Midea Electronics Indonesia,"Jakarta Pusat, Jakarta Raya",Full time,Rp 7.000.000 – Rp 9.000.000 per month,"About the role
As a Digital Marketing Specialist, you will play a crucial role in driving the digital marketing strategy for Midea Electronics Indonesia, a leading consumer electronics brand. In this full-time position based in the heart of Jakarta, you will be responsible for developing and executing innovative digital campaigns to enhance the brand's online presence and engagement with customers.
What you'll be doing
Execute and monitor digital marketing campaigns across social media, email, and web platforms.
Manage marketing tools/platforms (e.g., CRM, marketing automation, analytics dashboards).
Track campaign performance and prepare regular reports (KPIs, leads, conversions, ROI).
Ensure accurate tagging, tracking, and data management for all digital marketing activities.
Coordinate with internal teams and vendors to ensure timely delivery of campaign assets.
Support process improvement and automation to increase efficiency in campaign execution.
Maintain consistency of brand and messaging across all digital channels.
What we're looking for
Minimum 3 years of experience in digital marketing, with a proven track record of successful campaign execution
Strong understanding of search engine optimisation (SEO), search engine marketing (SEM), social media marketing, and data analytics
Excellent communication and interpersonal skills to collaborate effectively with cross-functional teams
Ability to think creatively and develop innovative digital marketing solutions
Proficiency in using digital marketing tools and platforms, such as Google Ads, Google Analytics, and social media management tools
Degree in marketing, communications, or a related field
What we offer
At Midea Electronics Indonesia, we believe in creating a work environment that fosters growth, collaboration, and work-life balance. We offer competitive salaries, comprehensive benefits, and opportunities for professional development. Our team is passionate about innovation and delivering exceptional customer experiences, and we're excited to welcome a talented Digital Marketing Specialist to join our dynamic organisation.",2025-11-24T12:04:27.932104
E-Commerce & Digital Marketing Specialist,PT. LIPPO KARAWACI TBK,"Tangerang, Banten",Full time,None,"About the Role:
Key Responsibilities
Manage and optimize online stores (Tokopedia, Shopee, TikTok Shop) to maximize visibility, conversion, and sales performance.
Execute and monitor online advertising campaigns (Tokopedia Ads, TikTok Ads, Meta Ads, etc.) and analyze performance metrics to guide improvements.
Support content planning and execution — ensuring that product listings, visuals, and copy align with campaign objectives and brand guidelines.
Conduct regular performance reporting, highlighting key insights, trends, and recommendations for sales and marketing strategy.
Collaborate with internal teams to ensure product and promotional consistency across platforms.
Stay updated on e-commerce trends, platform algorithms, and competitor activities to identify new growth opportunities.
Qualifications
Bachelor’s degree in Marketing, Business, Communications, or a related field.
0–2 years of experience in e-commerce, digital marketing, or online business management (fresh graduates are welcome to apply).
Prior experience running or managing an online business — whether personal or professional — is a strong plus.
Hands-on familiarity with major e-commerce platforms (Tokopedia, Shopee, TikTok Shop) and understanding of their advertising tools.
Proficient in digital tools such as Ads Manager (Meta/TikTok), Google Analytics, and Microsoft Excel.
Creative yet analytical — able to turn data insights into actionable plans.
Independent, detail-oriented, and comfortable working in a fast-paced, collaborative environment.
What We Offer
A dynamic environment where your ideas and initiatives can directly shape business growth.
High exposure and ownership — you will have the opportunity to lead projects, experiment with strategies, and see real results.
Fast professional development with mentorship and cross-functional learning opportunities.
A collaborative and forward-thinking culture that values creativity, accountability, and continuous improvement.",2025-11-24T12:04:44.341246
Social Media & Digital Marketing Specialist,PT Talentvis Consulting Indonesia,"Tangerang, Banten",Full time,Rp 13.000.000 – Rp 18.000.000 per month,"Job Description
Plan and execute social media strategies to promote Indonesian workforce services globally
Create content about Indonesian talent, training programs, and overseas placement opportunities
Manage posting schedules and engage with audiences on all platforms
Coordinate with recruitment and training teams to gather accurate information for content
Monitor performance analytics and provide insights for improvement
Maintain consistent branding and support digital campaigns
Requirements
Experience in social media or digital marketing
Good understanding of Indonesian audience and interest in global workforce topics
Preferably has background in education/training/language school
Proficient in Bahasa Indonesia & English
Creative, detail-oriented, and able to work independently or with teams",2025-11-24T12:04:45.209950
Digital Marketing,PT DAZHENG TEA COFFEE INTERNATIONAL INDONESIA,"Jakarta Utara, Jakarta Raya",Full time,Rp 6.000.000 – Rp 8.000.000 per month,"Mengelola dan mengembangkan media sosial dealer (Instagram, Facebook, TikTok, Tokopedia,Shopee,dll).
Membuat konten kreatif (foto, video, caption) untuk promosi produk dan layanan
Melakukan digital campaign (ads di Google, Facebook, Instagram, TikTok).
Menganalisis performa konten & campaign, lalu membuat laporan hasilnya.
Menjalin interaksi dengan audiens dan membangun engagement.
Bekerja sama dengan tim sales & marketing untuk mendukung target penjualan.
Mengelola database leads digital dan mengarahkan ke tim sales.",2025-11-24T12:04:46.012907
Digital Marketing Leader,Pengiklan Anonim,"Jakarta Utara, Jakarta Raya",Full time,Rp 6.700.000 – Rp 10.000.000 per month,"Key Responsibilities
Strategy Setting:
Define the overarching strategy for all digital channels (SEO, SEM, Social Media, Content, Email) aligned with revenue goals.
Team Leadership:
Lead, mentor, and manage the digital marketing team, ensuring high performance and efficiency.
Budget Management:
Plan, allocate, and manage the entire digital marketing budget effectively to optimize costs and results.
Performance Oversight:
Establish KPIs, monitor all campaign performance, and direct data analysis (using GA4/Analytics) to drive data-driven decisions.
Reporting:
Present comprehensive performance reports, insights, and strategic recommendations to Senior Management.
Required Qualifications
Bachelor's Degree in Marketing, Business, or a related field.
Minimum
5+ years
of progressive experience in Digital Marketing.
Minimum
2+ years
in a leadership or managerial capacity.
Expert proficiency
in paid media platforms (Google Ads, Meta Ads) and achieving high ROAS.
Deep knowledge of
SEO/SEM, Content Strategy, and CRO.
Mastery of
Google Analytics 4
for advanced performance tracking and reporting.
Proven ability to manage budgets, lead a team, and communicate strategic vision effectively to stakeholders.",2025-11-24T12:04:46.869214
Social Media Staff (Medan),CV. KREASI PELAJAR RANTAUAN,"Medan, Sumatera Utara",Full time,Rp 3.457.000 – Rp 4.000.000 per month,"TRAIN Edu (PT Rex Mada Ranu)
is an Indonesian educational consultancy company that provides comprehensive services for students who wish to study abroad — from academic consultation, university and major selection, application assistance, visa processing, and English preparation courses, to pre-departure orientation and ongoing support.
We proudly assist students in achieving their dreams of studying in Malaysia, Australia, the United Kingdom, and New Zealand.
We’re Hiring: Social Media Staff (Medan Area)
Join our passionate team and take the lead in helping more students pursue world-class education opportunities abroad!
What will you do:
Posting stories, reels, and feed content as scheduled.
Promptly replying to comments and DMs across all social media accounts.
Assisting with basic analytics and reporting under supervision.
Content Creation
Appear on-camera for Reels/TikTok with strong presence and energy.
Collaborate with the team to shoot and co-create content regularly.
Contribute ideas that match current trends and brand positioning.
Must be comfortable interacting with parents, kids, and internal staff.
What we need:
Female
Bachelor’s degree from related majors
Having 1–2 years of experience in Social Media/Creative Design role
Have interests in creative works (content creation, article creation, etc)
Camera-friendly appearance, suitable for a premium educational brand image.
Preferably extroverted, confident, and well-spoken on camera.
Ideally, a boy and girl duo to balance representation and increase content versatility.
Note: Please attached your CV and Portfolio
✨
Apply now and e part of TRAIN Edu’s mission to empower students and shape the future of global education!",2025-11-24T12:04:47.685700
KEPALA DIGITAL MARKETING,PT Indokharisma Pangan Semesta,"Jakarta Utara, Jakarta Raya",Full time,None,"Responsibilites :
Mengembangkan strategi marketing dan memimpin arah kreatif dan identitas visual brand di semua platform online maupun offline.
Mengembangkan serta mengeksekusi konsep desain untuk kampanye, iklan, media sosial, konten digital, kemasan, hingga materi cetak.
Berkolaborasi dengan copywriter, tim marketing, dan departemen lain untuk menciptakan solusi kreatif yang kuat dan selaras.
Membimbing, mengarahkan, dan memberikan feedback kepada tim desain agar menghasilkan karya berkualitas tinggi.
Memantau tren industri, teknologi, serta praktik terbaik dalam desain.
Menyajikan ide dan konsep kreatif kepada manajemen atau klien dengan argumentasi yang jelas.
Mengawasi proses kreatif dari brainstorming, pengembangan konsep, eksekusi, hingga finalisasi.
Requirements :
Pendidikan minimal S1 Desain, Komunikasi Visual, Periklanan, atau bidang terkait.
Menguasai Strategi Marketing dan Branding.
Pengalaman kerja sebagai Art Director, Senior Graphic Designer, Marketing Spv, atau posisi sejenis (minimal 3 tahun di bidang kreatif).
Memiliki portofolio yang kuat dan beragam (digital, cetak, branding, kampanye).
Menguasai Adobe Creative Suite (Photoshop, Illustrator, InDesign; After Effects menjadi nilai tambah).
Pemahaman mendalam tentang tipografi, teori warna, komposisi, dan layout.
Kemampuan komunikasi dan kepemimpinan yang baik.
Mampu bekerja dalam tekanan dan mengelola beberapa proyek sekaligus.
Pengalaman dalam motion graphics, video editing, atau fotografi.
Familiar dengan prinsip desain UI/UX.
Mampu mempresentasikan ide kreatif secara meyakinkan.
Bersedia ditempatkan di Jakarta Utara.",2025-11-24T12:05:04.036759
eCommerce Specialist,Garuda Jaya Abadi,"Jakarta Utara, Jakarta Raya",Full time,Rp 4.500.000 – Rp 5.500.000 per month,"PT Garuda Jaya Abadi
Kami sedang mencari kandidat Ecommerce Specialist terbaik untuk dapat berkembang maju bersama super team kami dan dapat bergabung secepatnya.
Deskripsi Pekerjaan :
·         Mengelola dan mengoptimalkan toko di marketplace (Shoope. Tiktok. Tiktok ads dan affiliate center)
·         Memimpin tim Admin Marketplace dan Host Live, dengan tujuan Upselling
·         Mengawasi operasional e-commerce: order management, stok, pengiriman, retur, dan SLA marketplace.
·         Menyusun strategi promo, campaign, iklan/ads, serta optimasi katalog dan konten.
·         Menganalisis tren pasar dan kompetitor untuk menyusun strategi penjualan yang efektif.
·         Berkolaborasi dengan tim host live untuk konsep, script, dan target live selling.
·         Menganalisis performa penjualan, traffic, conversion rate, dan membuat laporan rutin.
·         Koordinasi lintas divisi (gudang, operasional, finance, marketing).
·         Bersedia bekerja monitoring diluar jam kerja dan dibawah tekanan
·         Bersedia bekerja pada hari senin – sabtu
Kualifikasi :
·         Pendidikan minimal S1 bidang Manajemen, Marketing, Komunikasi, TI, atau terkait.
·         Pengalaman minimal 2 tahun di e-commerce/marketplace.
·         Memiliki pengalaman memimpin tim dengan leadership yang kuat.
·         Memahami SEO, analitik digital, optimasi marketplace, campaign, ads, dan penulisan deskripsi produk.
·         Terampil menganalisis data penjualan (Excel/Google Sheets).
·         Detail, komunikatif, proaktif, dan berorientasi target.
·         Diutamakan domisili Jakarta
Tunjangan :
·         Makan siang
·         Bonus/komisi jika mencapai target
·         Penempatan Jakarta pluit",2025-11-24T12:05:04.840137
Digital Marketing Staff,PT Jaya Sukses Makmur Sentosa Tbk,"Surabaya, Jawa Timur",Full time,None,"- Merencanakan strategi promosi digital seluruh project Tanrise
- ⁠Bertanggung jawab dan mengelola seluruh sosial media perusahaan
- ⁠Berkoordinasi dengan tim kreatif
- ⁠Membuat storyline video dan image untuk keperluan sosial media
- ⁠Mengelola meta dan google advertising seluruh project
- ⁠Membuat dan mendistribusikan konten untuk organic maupun advertising seluruh project
- ⁠Membuat budgeting dan report sosial media serta advertising (weekly maupun monthly)",2025-11-24T12:05:21.123844
Marketing Manager,PT Richeese Kuliner Indonesia,"Bandung, Jawa Barat",Full time,None,"About the role
As a Marketing Manager at PT Richeese Kuliner Indonesia, you will be responsible for developing and executing comprehensive marketing strategies to promote the company's diverse range of food products across the Bandung West Java region. This full-time role is a key position within the Marketing & Communications team, driving brand awareness, customer engagement, and sales growth.
What you'll be doing
Devise and implement effective marketing campaigns across various channels, including digital, print, and outdoor advertising
Collaborate with cross-functional teams to create compelling content and promotional materials that align with the company's branding and positioning
Analyse market trends, consumer insights, and sales data to identify opportunities and inform strategic decision-making
Manage the marketing budget and ensure efficient allocation of resources to achieve the desired business outcomes
Monitor and report on the performance of marketing initiatives, using data-driven insights to optimise and refine campaigns
Liaise with external partners, such as advertising agencies and media outlets, to ensure the successful delivery of marketing activities
Stay up-to-date with industry best practices and emerging marketing technologies to continuously enhance the company's marketing efforts
Proactively involve and drive any brand-building activities assigned, including but not limited to PR, offline activations/BTL, and brand-centric campaigns.
Proven success in ATL&BTL development and execution.
What we're looking for
Bachelor's or Master's degree in business, marketing, communication or related field.
Minimum 5 years of experience in a marketing or brand management role, preferably within the food and beverage industry
Proven track record of developing and executing successful, integrated marketing campaigns that drive brand awareness and sales
Excellent analytical and problem-solving skills, with the ability to interpret data and use insights to inform strategic decisions
Strong communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams
Proficiency in digital marketing tools and platforms, including social media, SEO, and Google Analytics
Creativity and innovative thinking to develop unique and impactful marketing campaigns
Willing to be placed in Bandung.
Apply now for this exciting opportunity to join our talented team and contribute to the continued success of PT Richeese Kuliner Indonesia.",2025-11-24T12:05:37.479277
Social Media Specialist,PT. Jelita Abadi Indonesia,"Jakarta Barat, Jakarta Raya",Full time,Rp 6.000.000 – Rp 8.000.000 per month,"Responsibilities :
- Lead the full content creation process: from ideation, scripting, filming direction, editing coordination, to publishing, ensuring every piece is high-quality, on-brand, and optimized for engagement across Instagram, TikTok, YouTube
- Build and execute content strategy, including pillars, calendars, and brand tone.
- Craft strong hooks, storylines, short-form scripts, captions, and creative formats that drive reach, retention, and conversions.
- Manage and grow client social media accounts end-to-end: posting cadence, community interactions, platform hygiene, and KPI delivery (engagement rate, reach, follower growth, CTR, saves, shares, video views).
- Use insights and analytics dashboards to track performance, identify trends, optimize content, and develop monthly reports with clear recommendations.
- Plan and execute content campaigns aligned with marketing objectives, including optional influencer/KOL management when relevant (outreach, negotiation, briefing, and performance reporting).
- Collaborate with strategists, designers, and creators to ensure content consistency, quality, and impact across all channels.
- Conduct simple A/B testing (hooks, thumbnails, posting times) and apply learnings to improve ongoing performance.
- Benchmark competitors and spot opportunities for growth, trend adoption, and new content ideas.
What You Bring :
- 1–2 years of experience as a Content Specialist, Social Media Specialist, or similar.
- Strong understanding of digital storytelling, how to hook, hold, and convert attention.
- A portfolio or track record of content that performed well (viral, high engagement, strong CTR, etc.).
- Deep knowledge of social media trends, algorithms, and best practices.
- Strong copywriting and editing skills in English and Bahasa
- Experience working with creative teams and briefing visual content (graphic, photo, video).
- Familiar with tools like analytics dashboards.
Key Skills & Metrics You’ll Own
- Storytelling & content structure.
- Writing strong hooks and CTAs.
- Engagement rate, reach, impressions, saves, shares, and video views.
- Viral content creation and trend adaptation.
- Influencer ROI and campaign performance.
- Follower growth, link clicks, and traffic from content.",2025-11-24T12:05:38.340541
Digital Marketing Specialist,MVP Group,"Jakarta Selatan, Jakarta Raya",Kontrak/Temporer,Rp 9.000.000 – Rp 12.000.000 per month,"Key Responsibilities
• Develop and execute digital marketing strategies to increase brand awareness and engagement.
• Manage all digital channels (Instagram, TikTok, Facebook, YouTube, Website).
• Create engaging and relevant content, including videos, reels, captions, testimonials, and event campaigns.
• Plan and run digital advertising campaigns (Meta Ads, Google Ads, TikTok Ads) with precise audience targeting.
• Collaborate with the creative team, photographers, and videographers to produce high-quality visual content.
• Build and manage partnerships with influencers, sports communities, and brand partners.
• Analyze digital campaign performance, prepare regular reports, and provide insights for optimization.
Qualifications
• Bachelor’s degree in Communication, Marketing, Management, DKV or a related field.
• Minimum of 3 years experience in digital marketing (preferably in sports, fitness, or lifestyle industries).
• Proficient in social media management and digital advertising platforms (Meta Ads, Google Ads).
• Strong copywriting skills aligned with Jungle Padel’s tone — energetic, active, and lifestyle-oriented.
• Understanding of digital analytics (engagement rate, reach, conversions).
• Creative, communicative, and genuinely passionate about sports and social media.
• Ability to create and edit short-form content (Reels/TikTok).",2025-11-24T12:05:39.138438
Full-Stack Digital Marketing Specialist,PT Exaque Mandiri Makmur,"Jakarta Selatan, Jakarta Raya
(Hibrid)",Kontrak/Temporer,Rp 6.500.000 – Rp 8.500.000 per month,"Gambaran Umum Pekerjaan
PT Exaque Mandiri Makmur sedang mencari
Full-Stack Digital Marketing Specialist
yang serba bisa untuk membantu memperkuat
brand
Exaque, membangun
funnel
pemasaran digital, serta mendukung
Marketing Manager
dalam menghasilkan prospek berkualitas dari sektor Bank, Multifinance, Asuransi, Telekomunikasi, dan Retail.
Posisi ini sangat cocok untuk Anda yang memiliki kombinasi kemampuan
content creation
,
website management
,
paid advertising
, dan
marketing automation
—dan ingin terlibat langsung membangun sistem pemasaran digital dari awal di perusahaan teknologi B2B yang sedang berkembang.
Tanggung Jawab Utama
1.   Content & Social Media
Membuat konten edukatif (artikel, LinkedIn, Instagram) seputar antrean digital,
customer journey
,
digital branch
, dan solusi Exaque.
Membuat video pendek (demo,
explainer
, testimonial) untuk keperluan
marketing
.
2.   Website & Landing Page
Mengelola dan mengoptimalkan situs Exaque.com.
Membuat
landing page
untuk demo,
free trial
, dan kampanye
marketing
.
3.
Paid Ads
&
Lead Generation
Menjalankan Google
Search Ads
dan Meta
Ads
.
Melakukan riset
keyword
, A/B
testing
, optimasi CTR &
conversion
.
Menjalankan
campaign lead generation
untuk sektor B2B.
4.
Marketing Automation
&
Outreach
Menyusun email
marketing
,
nurturing
flow
, dan
outreach
untuk prospek bank/multifinance.
Mengelola
database
prospek dan laporan kampanye.
5.
Marketing Collaterals
Mendesain materi pemasaran seperti
deck
presentasi, brosur,
one-pager
, dan info grafik.
6.
Analytics
&
Reporting
Mengukur performa konten,
ads
,
website
, dan
lead acquisition
.
Menyusun laporan bulanan untuk
Marketing Manager
.
Kualifikasi dan Pengalaman yang Dibutuhkan
Minimal pendidikan S1 (semua jurusan dipersilakan,
Marketing
/Komunikasi lebih disukai).
Pengalaman 2–4 tahun di
digital
marketing
, terutama B2B lebih diutamakan.
Menguasai
tools
digital seperti:
- WordPress/Webflow.
- Google Analytics.
- Google Ads & Meta Ads.
- Canva / CapCut / Adobe.
- Email
marketing tools
(Mailchimp, HubSpot, atau sejenisnya).
Mampu membuat konten (
copywriting
+ visual) dengan baik.
Paham konsep
funnel
pemasaran,
buyer
journey
, dan
lead generation
.
Kreatif, mandiri, dan mampu bekerja dalam tim kecil.
Manfaat Bekerja di PT Exaque Mandiri Makmur:
Gaji kompetitif sesuai pengalaman.
Kesempatan berkontribusi membangun
brand
baru.
Lingkungan kerja yang fleksibel,
agile
, dan mendukung kreativitas.
Interaksi langsung dengan
founder
yang berpengalaman lebih dari 25 tahun di industri
Customer Journey Management
.
Peluang untuk belajar teknologi antrean digital,
customer experience
, dan SaaS.
Kesempatan mengerjakan proyek digital untuk sektor-sektor besar (Bank, Multifinance, Asuransi).
Ruang besar untuk berkembang — karena tim masih kecil dan Anda akan menjadi bagian inti pembentukan sistem
marketing
.
Tentang Exaque:
PT Exaque Mandiri Makmur adalah perusahaan penyedia solusi
Customer Journey Management
yang telah beroperasi selama 9 tahun, dipercaya oleh klien-klien besar di industri Telekomunikasi, Bank, Multi Finance, dan Asuransi. Exaque merupakan mitra resmi
Qmatic (Swedia)
—pemimpin global dalam teknologi antrean digital
Customer Journey Management
.",2025-11-24T12:05:39.980706
Digital Marketing Specialist,SmilePay,"Jakarta Pusat, Jakarta Raya",Full time,Rp 6.000.000 – Rp 8.000.000 per month,"Deskripsi Pekerjaan
Digital Marketing Specialist bertanggung jawab untuk merancang, mengimplementasikan, dan mengoptimalkan strategi pemasaran digital di berbagai kanal online guna meningkatkan brand awareness, traffic, serta konversi penjualan. Posisi ini membutuhkan kemampuan analisis data yang kuat, pemahaman mendalam tentang perilaku konsumen digital, dan kreativitas dalam mengembangkan kampanye yang efektif.
Tanggung Jawab Utama
Strategi & Perencanaan
• Menyusun dan melaksanakan strategi digital marketing sesuai dengan tujuan bisnis perusahaan
• Melakukan riset pasar dan analisis tren digital untuk menemukan peluang pertumbuhan baru
• Mengikuti perkembangan teknologi digital dan tren marketing terbaru
Kampanye Digital
• Mengelola kampanye berbayar (Google Ads, Meta Ads, TikTok Ads, dll.)
• Mengoptimalkan SEO dan SEM untuk meningkatkan visibilitas situs web
• Mengatur email marketing dan marketing automation
Konten & Media Sosial
• Membuat materi promosi (artikel, video, infografis, dll.)
• Menjadwalkan dan mengelola postingan di platform media sosial (Instagram, LinkedIn, Facebook, TikTok, dsb)
• Memantau engagement dan merespons audiens sesuai brand voice
Analisis & Pelaporan
• Memantau performa kampanye melalui tools analitik (Google Analytics, Meta Business Suite, dsb)
• Membuat laporan performa digital marketing secara rutin
• Menggunakan data untuk memberikan rekomendasi strategi optimasi
Kolaborasi & Koordinasi
• Berkoordinasi dengan tim sales untuk lead nurturing dan follow-up
• Bekerja sama dengan tim product untuk campaign alignment
• Koordinasi dengan vendor/agency eksternal jika diperlukan
Budget Management
• Mengelola dan mengoptimalkan budget kampanye digital
• Melakukan forecasting dan planning budget bulanan/kuartalan
Compliance & Brand Guidelines
• Memastikan semua materi marketing sesuai dengan brand guidelines
• Mengikuti regulasi dan compliance terkait digital advertising
Kualifikasi
Pendidikan & Pengalaman
• Pendidikan minimal S1 di bidang Marketing, Komunikasi, atau setara
• Pengalaman kerja minimal 2 tahun di bidang digital marketing
Keterampilan Teknis
• Menguasai SEO, SEM, Google Ads, Meta Ads, dan tools analitik
• Penguasaan marketing automation tools (HubSpot, Mailchimp, Marketo)
• Pemahaman basic HTML/CSS untuk landing page optimization
• Pengalaman dengan A/B testing dan conversion rate optimization (CRO)
• Kemampuan menggunakan tools desain (Canva, Adobe Creative Suite)
• Pengetahuan tentang marketing funnel dan customer journey mapping
Keterampilan Analitis
• Pengalaman dengan attribution modeling dan multi-touch attribution
• Kemampuan melakukan competitor analysis dan benchmarking
• Pemahaman tentang KPI dan ROI measurement untuk digital campaigns
Soft Skills
• Memiliki kemampuan copywriting dan komunikasi yang baik
• Memiliki kemampuan design grafis
• Kreatif, analitis, dan mampu bekerja dalam tim maupun secara mandiri
• Kemampuan project management dan time management
• Adaptabilitas terhadap perubahan algoritma platform digital
• Problem-solving skills untuk troubleshooting campaign issues",2025-11-24T12:05:40.773129
